406;938
667;368
973;325
62;861
820;939
87;345
113;662
424;160
864;602
113;282
18;886
403;551
718;837
383;840
721;610
517;98
229;892
745;397
511;936
116;162
6;584
812;925
227;740
300;247
521;670
339;973
811;16
26;519
535;116
650;136
942;222
139;210
421;988
115;221
917;27
648;928
486;950
276;434
74;477
323;977
537;135
319;51
270;544
287;213
866;225
861;395
285;979
220;783
444;601
503;239
624;79
330;494
21;411
486;860
740;591
445;57
792;672
599;806
903;88
940;877
701;902
355;692
165;253
642;506
730;492
990;472
974;84
352;457
805;824
29;858
58;426
473;274
780;803
602;612
380;414
880;356
661;626
537;722
724;638
328;767
769;979
130;247
601;972
83;707
319;141
1;78
58;81
818;275
428;80
911;361
651;29
125;316
611;634
810;348
546;630
733;167
496;262
89;78
295;225
673;807
720;894
292;239
412;802
297;580
807;262
294;643
726;967
116;739
853;814
636;967
161;734
160;689
407;833
581;796
992;740
979;202
407;104
640;756
736;886
903;809
336;230
541;284
336;89
441;529
145;349
224;480
589;706
646;986
734;603
831;579
220;500
587;66
282;91
236;622
326;360
2;967
911;826
630;930
193;876
353;317
392;52
651;642
516;499
613;701
457;654
22;133
54;324
589;835
642;474
1;245
853;818
203;784
346;256
569;762
75;715
792;857
250;513
186;167
849;945
550;783
477;535
164;671
338;869
912;587
237;794
287;718
875;108
464;574
849;866
296;259
930;850
625;742
862;164
883;540
137;421
985;697
923;217
767;318
654;531
446;477
343;981
525;280
427;73
981;142
49;612
318;983
648;291
853;627
909;421
809;173
985;371
449;815
809;590
795;658
340;146
919;318
420;818
915;948
325;344
315;788
183;741
491;525
103;2
48;632
363;139
408;232
721;272
491;972
532;709
471;837
278;323
801;903
692;999
563;830
376;905
301;565
106;20
990;244
880;923
711;807
541;162
294;200
737;687
596;147
327;943
416;615
873;477
510;859
940;588
833;103
438;218
256;458
838;842
126;701
281;246
91;608
998;664
296;115
29;600
165;5
403;416
502;433
489;685
692;628
510;130
304;292
90;607
368;322
906;835
362;895
561;895
865;80
851;807
617;208
181;394
830;340
422;827
699;22
716;822
969;152
150;497
190;150
942;798
518;390
295;974
209;193
237;270
444;508
550;421
581;682
67;483
447;116
300;963
869;262
907;346
605;83
866;209
744;63
704;714
137;52
288;227
912;207
184;637
102;152
383;191
472;294
241;287
84;666
50;73
850;978
929;256
482;949
368;125
326;27
525;380
804;835
284;528
393;840
571;239
931;662
861;717
878;716
873;311
842;579
125;77
13;631
864;158
123;32
745;962
839;59
310;75
626;3
386;636
10;712
893;244
95;810
142;187
117;211
377;765
75;57
283;746
902;448
367;173
971;125
405;360
94;608
400;872
351;786
91;875
330;236
301;130
686;880
982;202
489;676
41;912
654;979
886;781
776;564
172;178
636;213
665;884
306;533
149;487
410;269
835;331
120;502
435;838
756;152
60;21
465;164
684;294
84;493
705;115
721;618
96;787
613;912
239;116
571;416
823;152
730;495
792;219
840;709
792;152
544;47
25;623
503;150
712;471
529;371
800;813
827;34
765;791
173;48
718;207
262;319
267;340
329;907
291;970
371;464
453;374
701;553
570;673
593;473
283;462
200;767
586;199
615;9
325;696
729;1
46;792
991;584
890;225
780;685
293;596
859;741
100;64
917;426
112;274
464;91
197;700
764;255
7;494
732;67
724;320
581;595
241;369
418;661
382;116
662;345
893;907
179;687
603;458
666;521
282;189
896;51
231;637
803;346
28;736
577;395
492;712
960;973
14;264
500;731
646;256
43;996
611;118
198;290
520;76
652;548
828;210
785;535
423;530
363;603
565;72
632;646
538;267
852;180
946;206
673;339
957;935
875;26
145;899
440;113
439;513
825;951
84;29
567;282
926;425
549;484
901;897
165;574
623;396
457;343
266;17
343;313
403;312
590;892
335;759
389;523
90;250
163;52
246;680
562;509
700;569
253;521
657;189
437;60
770;300
402;748
442;96
846;421
170;512
548;771
438;674
947;167
35;25
393;651
733;112
328;942
834;948
643;696
763;821
656;214
875;530
121;34
356;640
81;993
403;741
882;733
131;791
70;25
622;86
485;631
795;786
326;657
972;459
914;493
452;149
658;348
855;334
896;908
553;912
811;394
943;400
247;991
230;594
810;43
877;618
73;677
336;25
418;88
203;464
62;896
726;588
541;253
83;534
878;797
894;162
472;710
274;91
687;395
539;334
427;377
648;871
616;834
76;981
12;830
915;807
704;88
849;914
668;355
858;994
908;696
716;13
148;714
145;363
402;245
337;23
548;869
36;685
248;854
972;706
177;102
522;47
881;87
458;383
861;360
422;332
536;545
426;731
660;635
723;901
689;712
578;767
493;892
258;835
51;164
666;813
383;152
816;805
173;668
132;61
256;761
502;41
822;5
487;3
442;305
24;612
131;70
17;464
523;755
554;989
828;623
331;696
694;608
948;383
728;620
557;992
503;661
645;927
210;536
944;487
404;255
392;746
139;53
682;313
134;351
281;418
113;142
233;632
430;805
347;214
57;103
275;821
748;31
109;469
425;90
254;986
810;67
584;572
230;585
556;641
926;635
248;376
339;138
878;360
428;12
496;404
189;729
430;300
980;571
997;107
943;212
888;44
97;294
608;46
557;660
402;844
248;706
288;421
854;898
482;610
153;749
40;412
593;849
797;80
636;284
592;659
587;449
697;713
747;204
279;44
530;831
802;768
610;652
156;483
441;8
445;82
88;387
954;194
171;475
451;247
497;527
410;273
67;742
257;799
8;574
674;650
618;438
79;321
946;272
802;941
692;313
639;627
838;510
570;200
494;503
542;271
753;31
546;3
421;529
701;867
395;357
475;867
333;795
463;650
307;632
247;899
673;509
554;184
888;782
435;556
172;56
304;504
32;403
897;586
892;76
899;417
570;934
546;335
838;771
294;42
46;920
892;861
255;643
597;243
476;362
115;639
94;144
695;338
52;970
835;930
898;877
758;230
733;830
328;738
963;218
345;116
488;392
509;251
164;443
248;389
805;653
109;530
961;260
322;426
239;208
283;868
936;363
143;169
162;661
128;425
314;858
279;257
16;998
151;701
634;443
174;608
721;446
124;244
767;227
269;472
507;902
499;755
935;477
179;124
248;339
89;502
314;823
74;946
373;851
513;962
108;621
791;796
34;675
146;490
239;898
402;934
392;655
917;412
359;524
322;538
818;27
452;294
353;671
293;897
371;177
871;915
714;306
364;886
111;703
721;260
330;689
885;349
937;155
110;659
905;662
587;849
529;974
144;81
168;496
442;362
381;248
118;61
27;487
220;85
291;31
300;656
802;62
207;128
142;103
357;198
561;634
992;709
590;21
386;739
162;282
717;615
260;358
878;82
571;823
322;449
935;24
367;874
361;931
46;466
767;15
939;65
138;244
801;746
256;409
470;6
101;480
923;9
313;685
395;443
183;125
557;318
781;907
262;536
267;117
347;659
974;919
972;146
343;652
476;15
557;132
825;161
353;315
348;454
100;358
560;675
535;603
282;641
457;620
284;230
981;264
478;138
61;811
31;181
508;777
665;660
209;380
886;51
300;395
964;465
559;808
436;908
556;672
123;371
637;330
688;722
368;245
34;293
653;686
100;542
284;166
945;322
693;900
466;155
717;231
341;61
655;819
671;173
827;570
581;389
687;659
544;177
88;942
292;963
346;592
397;613
295;422
180;392
862;113
215;656
205;968
654;406
989;627
66;549
574;860
465;83
104;711
854;624
622;767
234;750
607;503
809;124
833;727
766;233
638;279
310;713
354;925
183;719
5;138
188;461
875;743
389;485
126;313
508;584
568;556
769;94
879;465
48;701
158;530
572;261
860;833
910;294
550;751
729;179
527;135
619;484
579;773
874;864
114;324
997;520
219;181
665;81
509;215
834;888
876;481
560;475
566;926
600;41
832;94
934;374
584;329
56;432
937;285
515;106
590;184
587;834
532;51
42;678
168;828
784;335
917;840
303;45
574;144
918;653
172;832
32;20
389;623
935;890
125;232
144;224
700;728
297;691
894;726
942;514
883;921
872;3
309;599
457;743
25;11
857;792
366;861
933;758
152;567
444;908
116;152
553;936
684;560
634;188
542;611
151;848
201;403
769;251
959;28
710;790
166;191
864;113
374;352
857;838
795;539
539;326
281;34
398;731
367;936
319;749
964;268
201;414
860;9
591;962
92;682
798;123
856;654
742;924
288;440
562;332
702;796
393;2
71;824
566;167
5;38
883;23
709;961
825;897
990;449
253;364
760;894
746;112
741;415
470;627
291;473
442;927
374;987
46;168
875;198
342;35
442;424
957;54
799;775
414;895
828;845
934;839
186;197
571;807
49;280
261;656
354;938
875;532
595;955
648;722
914;656
21;791
106;217
922;336
937;692
313;965
1;575
798;446
539;603
740;177
415;239
119;594
937;686
681;504
548;424
458;843
126;692
980;172
823;142
732;968
275;234
869;357
966;295
655;778
139;429
992;992
215;471
306;675
537;426
854;419
536;417
788;512
233;470
839;308
594;626
622;396
870;771
902;181
369;761
628;641
31;902
364;118
432;465
627;655
386;305
634;396
288;313
432;857
446;357
123;496
456;346
184;513
806;595
122;443
569;124
305;776
798;212
388;633
53;669
80;768
842;184
922;289
991;226
108;557
339;45
735;12
638;131
185;684
718;850
312;836
343;184
86;261
999;858
597;76
924;799
803;776
276;355
653;272
424;894
521;580
487;565
103;523
389;293
138;666
27;703
914;202
357;243
424;658
97;660
290;133
628;32
632;539
241;958
735;282
478;912
260;823
329;731
349;778
80;562
872;705
720;930
48;220
884;600
418;32
930;994
174;763
604;387
951;455
932;564
281;430
557;855
188;114
443;91
873;625
894;646
577;535
788;584
412;698
983;411
655;641
539;702
351;484
738;496
218;941
780;893
845;516
280;441
147;865
742;934
777;792
727;793
138;284
416;639
975;20
975;253
471;521
908;640
890;855
503;704
376;947
872;931
845;0
800;61
254;347
436;547
955;49
634;862
914;746
564;67
67;98
520;198
966;526
422;323
608;640
550;292
361;38
557;829
920;795
947;138
483;355
384;627
583;427
297;422
887;45
725;143
291;435
636;277
426;674
965;319
578;476
453;614
796;144
185;917
491;804
942;119
799;425
583;711
714;893
614;538
228;999
436;562
914;406
1;926
401;279
403;245
829;627
559;6
902;769
831;439
242;380
930;83
103;606
344;865
851;925
562;533
60;427
90;578
40;890
700;390
142;259
515;212
401;696
289;171
866;577
808;944
61;174
295;847
69;352
458;307
62;135
74;476
716;869
185;402
536;981
965;11
69;440
296;983
865;718
682;407
316;172
999;274
116;618
471;885
131;243
509;687
432;392
328;7
185;39
495;531
510;887
635;885
611;797
875;621
877;312
982;350
670;51
990;890
136;799
359;98
398;300
270;293
471;277
579;676
112;289
798;826
223;150
896;429
536;114
663;319
742;850
8;819
261;159
17;380
402;437
870;385
679;396
133;210
616;341
413;333
217;198
508;587
514;155
127;519
154;560
353;22
136;40
356;547
292;451
31;312
260;198
274;674
419;412
147;827
17;686
813;195
700;329
101;543
341;420
305;105
32;497
225;841
84;847
249;638
39;585
918;165
310;101
72;18
924;833
168;101
8;299
502;468
747;158
322;806
939;812
206;872
146;926
280;763
973;433
589;571
163;508
787;432
767;647
884;599
256;82
619;508
251;204
97;732
995;757
93;926
525;442
698;227
379;46
18;383
821;309
45;491
243;597
937;499
512;70
700;99
273;722
549;856
193;697
620;942
829;548
768;215
340;663
45;721
810;560
52;721
629;501
778;947
36;127
264;653
266;597
219;924
56;993
653;802
892;841
33;681
425;76
554;273
541;829
151;580
552;215
689;952
17;979
470;771
944;602
820;65
433;967
675;232
328;843
159;346
9;242
828;968
526;371
296;552
946;505
406;206
976;683
101;51
907;266
907;76
522;882
858;290
21;967
248;458
401;322
944;697
670;804
571;309
386;721
425;646
683;918
824;439
195;613
88;749
865;623
324;61
935;82
824;127
384;538
946;559
123;837
150;624
560;708
536;172
112;791
664;185
840;261
393;603
57;418
94;408
878;498
592;778
997;882
761;587
980;444
925;848
775;866
523;845
768;200
879;486
76;916
636;74
959;138
220;674
688;220
69;965
443;537
680;624
245;372
626;677
947;948
192;668
866;816
410;974
738;548
835;856
539;607
332;961
862;518
818;859
661;87
899;759
374;960
404;238
185;898
599;396
573;201
539;127
724;968
207;142
728;246
936;140
385;213
425;836
204;718
762;727
553;767
16;859
49;432
294;906
412;171
788;839
948;439
283;338
67;204
237;893
310;675
131;414
151;758
374;161
534;568
33;466
136;872
842;806
184;680
78;291
674;301
730;556
458;96
191;946
930;87
768;0
481;868
417;877
635;601
708;290
57;133
371;843
138;321
702;76
596;476
153;387
125;945
219;8
945;575
956;54
566;428
230;446
799;33
985;268
455;965
170;583
971;787
234;541
929;886
417;137
393;115
349;453
933;380
874;535
649;408
932;60
644;653
723;628
902;925
44;105
335;434
621;631
305;569
416;338
711;678
78;58
157;819
661;451
79;777
512;419
158;450
618;46
32;109
938;317
63;605
638;4
842;312
801;958
493;718
147;364
964;536
823;971
329;874
903;825
992;272
549;125
412;624
946;885
815;574
598;196
631;98
274;106
39;74
215;844
17;702
957;360
629;148
454;622
626;647
717;158
206;112
325;791
55;513
592;218
365;916
143;919
119;951
732;866
261;717
931;255
659;58
808;290
314;189
495;263
169;324
258;168
856;440
989;518
773;483
51;525
481;997
479;100
559;38
240;678
415;588
361;909
715;462
498;147
304;35
477;865
18;329
48;41
658;974
62;678
961;214
92;777
665;406
773;661
579;707
730;275
948;817
847;581
963;348
452;394
941;842
213;737
6;185
507;152
949;437
442;584
976;562
716;201
495;583
243;309
689;837
568;596
304;201
917;200
481;467
78;310
522;667
737;119
0;354
771;480
899;620
712;141
265;146
299;386
101;646
85;379
104;143
705;104
273;616
433;805
267;306
671;482
359;132
61;308
825;597
200;140
811;763
409;68
124;427
331;157
901;531
99;835
381;698
205;379
962;632
845;384
921;966
212;592
949;230
782;133
84;991
561;503
446;944
568;341
733;636
980;846
285;275
903;736
